business_id|insertedAtTimestamp|name|address|coordinates|number_of_reviews|rating|zip_code|cuisine
XoJwcOxazBKvWikQCATS-w|2024-02-20 13:35:40.051733|East Flour|['103 Christopher Columbus Dr', 'Jersey City, NJ 07302']|40.71946,-74.04346|232|3.9|07302|Chinese restaurant
hyd08lsVkYzCfbbCuzla5Q|2024-02-20 13:35:40.051763|Golden House|['6305 Park Ave', 'West New York, NJ 07093']|40.78862,-74.00681|13|4.6|07093|Chinese restaurant
d_TC6Om2EBTzHVm_lCgNtg|2024-02-20 13:35:40.051794|Great NY Noodle Town|['28 Bowery', 'New York, NY 10013']|40.715,-73.99706|1514|3.7|10013|Chinese restaurant
gQ6DNeLNWQV-zwWyuFeBpg|2024-02-20 13:35:40.051823|No. 1 Chinese Restaurant|['10 S William St', 'New York, NY 10004']|40.7046671846472,-74.0105490435282|171|3.1|10004|Chinese restaurant
wyjtGsW5NeVDknGQWnIPAQ|2024-02-20 13:35:40.051855|wagamama - midtown|['100 W 55th St', 'New York, NY 10019']|40.76316041296893,-73.97885444091449|385|4.2|10019|Chinese restaurant
zZecd370h2jxzh1kRJ4y2g|2024-02-20 13:35:40.051886|Asian Jewels Seafood Restaurant|['133-30 39th Ave', 'Flushing, NY 11354']|40.75913826462166,-73.8333631966214|1337|3.7|11354|Chinese restaurant
DNSFvZtdsqkaidmFSpm-Jw|2024-02-20 13:35:40.051917|Soba Noodle Azuma|['251 W 55th St', 'New York, NY 10019']|40.76526,-73.9832|421|4.0|10019|Chinese restaurant
BiFBVQwkCIurPP-ytstGwQ|2024-02-20 13:35:40.051945|Shima Sushi|['226 E 51st St', 'New York, NY 10022']|40.75588,-73.96926|81|4.2|10022|Chinese restaurant
f0CAuvkgAByWo4ceT3u9uw|2024-02-20 13:35:40.051974|Kobeyaki|['110 W 40th St', 'New York, NY 10018']|40.753931,-73.985985|322|3.7|10018|Chinese restaurant
grg_0Zt9WwCmXHPjWu7b-Q|2024-02-20 13:35:40.052003|BK Seafood Market|['842 64th St', 'Brooklyn, NY 11220']|40.63236,-74.01091|52|4.3|11220|Chinese restaurant
JbAdL2vOd-8O_Xa2wRktug|2024-02-20 13:35:40.052242|Sun Hong Wong|['100 Bowery', 'New York, NY 10013']|40.717805,-73.995487|60|3.8|10013|Chinese restaurant
c869kkUkjPM5nSGeJqVosg|2024-02-20 13:35:40.052278|Ooki Sushi|['1575 3rd Ave', 'New York, NY 10128']|40.78029,-73.95254|302|3.6|10128|Chinese restaurant
xNLwx39xvgn95aTzGLpQBw|2024-02-20 13:35:40.052308|Ja Moy kitchen & bar|['208 Thompson St', 'New York, NY 10012']|40.72871,-73.99932|12|4.7|10012|Chinese restaurant
Zx44jCgDv1TwKMGzcXajIQ|2024-02-20 13:35:40.052339|Taste Good Malaysian Cuisine|['82-18 45th Ave', 'Elmhurst, NY 11373']|40.7417090264307,-73.8821911811829|829|4.1|11373|Chinese restaurant
GDWVTV11eq92ElXD9mstBw|2024-02-20 13:35:40.052371|Boka|['9 St Marks Pl', 'New York, NY 10003']|40.729519,-73.989104|1588|3.7|10003|Chinese restaurant
wGFSTTB6b4MHJJUzBnVJeg|2024-02-20 13:35:40.052401|Top Thai Greenwich|['235 Sullivan St', 'New York, NY 10012']|40.729771,-73.999392|1980|4.4|10012|Chinese restaurant
U0EJ4URMoFHJEzAkMp4WWQ|2024-02-20 13:35:40.052432|Ollie's To Go|['2425 Broadway', 'New York, NY 10024']|40.7904902,-73.9752417|182|2.7|10024|Chinese restaurant
5KDfEi17KRFD1TrzZyT4lQ|2024-02-20 13:35:40.052463|Profit Chinese Restaurant|['643 2nd Ave', 'New York, NY 10016']|40.74563779261505,-73.97549890898611|46|2.9|10016|Chinese restaurant
8-dc942sz-prIeepAkHLJA|2024-02-20 13:35:40.052495|Zenith Thai Restaurant|['7002 Fresh Pond Rd', 'Ridgewood, NY 11385']|40.7023726,-73.8952926|147|4.3|11385|Chinese restaurant
cOtB9fWWLrbaBebZDjJquQ|2024-02-20 13:35:40.052526|DunHuang Miss Noodles|['531 Myrtle Ave', 'Brooklyn, NY 11205']|40.693868137768895,-73.9634565145772|93|4.2|11205|Chinese restaurant
wYpRCIoybdjZ6sZblkAxqA|2024-02-20 13:35:40.052558|Mei Lai Wah Wonton Noodle|['23 Pell St', 'New York, NY 10013']|40.71476751601661,-73.99827998131514|33|3.6|10013|Chinese restaurant
T2fE7hGS83Ba-QNCOqbK4A|2024-02-20 13:35:40.052590|Ako|['205 Bedford Ave', 'Brooklyn, NY 11211']|40.7168599,-73.95845|507|4.1|11211|Chinese restaurant
jpUSESI6aJs0nYixt87QEA|2024-02-20 13:35:40.052620|Bedford Gardens Restaurant |['172 Bedford Ave', 'Brooklyn, NY 11249']|40.71859823882674,-73.95708234467799|54|4.5|11249|Chinese restaurant
x5OLFy0hWH2MWRflRCF1QA|2024-02-20 13:35:40.052652|Nan Xiang Express|['167 Grand St', 'Brooklyn, NY 11249']|40.714728,-73.961372|73|4.5|11249|Chinese restaurant
LhBZsjkb6aKdLIq9w9_J2w|2024-02-20 13:35:40.052683|Hong Kong|['25-10 Broadway', 'Astoria, NY 11106']|40.76302,-73.92822|68|2.9|11106|Chinese restaurant
Fl2z1edJw3MONc9rERWRMg|2024-02-20 13:35:40.052713|B2runch Harlem|['271 W 119th St', 'New York, NY 10026']|40.80613,-73.95317|356|4.0|10026|Chinese restaurant
e-6UcplEErq2Hj14-eiM6Q|2024-02-20 13:35:41.790943|China King|['1759 Lexington Ave', 'New York, NY 10029']|40.794303,-73.944572|45|3.4|10029|Chinese restaurant
4mzogOLOVDPBDVTO4cz9fA|2024-02-20 13:35:41.791031|Roi Siam|['1814 Bergenline Ave', 'Ste 1', 'Union City, NJ 07087']|40.76397,-74.03454|182|4.1|07087|Chinese restaurant
l6ZFhrONGp0b80bxnOFiwg|2024-02-20 13:35:41.791069|Ogawa|['36 E 4th St', 'New York, NY 10003']|40.7271957397461,-73.9922714233398|91|3.7|10003|Chinese restaurant
-FSwYW_xV__5KHTIc56B0Q|2024-02-20 13:35:41.791104|Rice K|['29-21 23rd Ave', 'Astoria, NY 11105']|40.774743,-73.913172|145|3.8|11105|Chinese restaurant
PLHPKk7wDlKDNyA1qowV4w|2024-02-20 13:35:41.791136|Zhongzhong Noodles - Bronx|['657 E 189th St', 'The Bronx, NY 10458']|40.85658,-73.88415|76|4.5|10458|Chinese restaurant
Nv4eUOdWQ-GdShMUgffMlA|2024-02-20 13:35:41.791167|Roseli Chinese Restaurant|['228 Duffield St', 'Brooklyn, NY 11201']|40.691481,-73.984659|5|5.0|11201|Chinese restaurant
_7jEITBmNIMD73_ni89MaQ|2024-02-20 13:35:41.791199|KPOT Korean BBQ & Hot Pot|['414 Grand St', 'Jersey City, NJ 07302']|40.71834,-74.0529|296|3.8|07302|Chinese restaurant
toqDpg0qMq-TOxJ2n7FbPQ|2024-02-20 13:35:41.791229|Bang Ga Nae|['518 Broad Ave', 'Ridgefield, NJ 07657']|40.8339181186311,-74.0092921257019|28|4.5|07657|Chinese restaurant
fa5a7jksUak7yleWLWMigg|2024-02-20 13:35:41.791262|Joe’s Steam Rice Roll|['261 Canal St', 'New York, NY 10013']|40.7190194496717,-74.0008207038045|532|4.1|10013|Chinese restaurant
eX1l0ZlqaHbkWz5dOmPt4A|2024-02-20 13:35:41.791300|Fuji East Japanese Bistro|['455 Main St', 'New York, NY 10044']|40.759060669975,-73.9523682767591|159|3.3|10044|Chinese restaurant
4pnfZWTgH2924iEKRa0hkw|2024-02-20 13:35:41.791333|Hot Fish 川天下|['450 Hackensack Ave', 'Ste 6', 'Hackensack, NJ 07601']|40.90872672554355,-74.03118131862593|140|4.1|07601|Chinese restaurant
q1gZLXETOCkRrOESCcjdqw|2024-02-20 13:35:41.791368|Doma Korean Restaurant|['43-43 41st St', 'Sunnyside, NY 11104']|40.744214740935,-73.9230993|237|4.1|11104|Chinese restaurant
j0tkph2po_37gtZ1ufxiow|2024-02-20 13:35:41.791399|Golden House|['3512 30th Ave', 'Astoria, NY 11103']|40.765042978720075,-73.91790164110698|112|2.9|11103|Chinese restaurant
v2783z5F7lkcltVwxJeT6w|2024-02-20 13:35:41.791432|Cho-Zen|['1553 2nd Ave', 'New York, NY 10028']|40.77449,-73.95444|10|3.1|10028|Chinese restaurant
jB1V38PMXtWbOzg4j0deFQ|2024-02-20 13:35:41.791462|Lees Hawaiian Islander|['768 Stuyvesant Ave', 'Lyndhurst, NJ 07071']|40.804107,-74.134033|257|3.3|07071|Chinese restaurant
fVPF1SCGg37D8gRw1UQIuQ|2024-02-20 13:35:41.791492|King Dragon|['1548 Madison Ave', 'New York, NY 10029']|40.79287,-73.95035|18|2.9|10029|Chinese restaurant
GD-tsn8khDevVa7-KQK3ZQ|2024-02-20 13:35:41.791523|3 Times|['483 Grand St', 'Brooklyn, NY 11211']|40.71106,-73.95179|38|4.0|11211|Chinese restaurant
cCHkQ5oISNafWnLoBpsagg|2024-02-20 13:35:41.791552|Yue Wong Restaurant|['60 Bayard St', 'New York, NY 10013']|40.71547,-73.99779|52|3.5|10013|Chinese restaurant
7OMGEtFWT6sdd9TVuoGqJQ|2024-02-20 13:35:41.791583|Okonomi|['150 Ainslie St', 'Brooklyn, NY 11211']|40.712622,-73.9487843|541|4.3|11211|Chinese restaurant
Uc8LtqNWavguEarRXfwhRg|2024-02-20 13:35:41.791613|South Lions - Hoboken|['512 Washington St', 'Hoboken, NJ 07030']|40.74266435596764,-74.02951334992215|94|3.8|07030|Chinese restaurant
coQAQmIKG9dBPA6-RHqJag|2024-02-20 13:35:41.791646|Wan Waan|['200 8th Ave', 'New York, NY 10011']|40.74346,-73.99947|185|4.0|10011|Chinese restaurant
MM5i395oQHBP-9XtJrsO3A|2024-02-20 13:35:41.791676|Tokyo Hibachi Asian Cuisine & Buffet|['700 Plaza Dr', 'Secaucus, NJ 07094']|40.7862203603794,-74.0456456185952|357|2.7|07094|Chinese restaurant
BcOuqkUniZJG5NLpdzeOYQ|2024-02-20 13:35:41.791710|Friendly Restaurant|['1205 40th Ave', 'Long Island City, NY 11101']|40.7559963313064,-73.9424634196434|70|3.5|11101|Chinese restaurant
-n5zd4kpmJdqKzvar-5v8g|2024-02-20 13:35:41.791742|Gogi Grill - Hoboken|['79 Hudson St', 'Hoboken, NJ 07030']|40.7362061117704,-74.0300041437149|262|3.8|07030|Chinese restaurant
lKxmH-hQ6ezKbq4URKrd-Q|2024-02-20 13:35:41.791775|May Wah Fast Food|['190 Hester St', 'New York, NY 10013']|40.71825,-73.99842|434|4.0|10013|Chinese restaurant
00mykkev3tKCjTsKV60yOA|2024-02-20 13:35:41.791805|Sushi of Gari 46|['347 W 46th St', 'New York, NY 10036']|40.76072,-73.98957|723|3.8|10036|Chinese restaurant
8hxvfFZH4kPp35kH5DhnIw|2024-02-20 13:35:41.791836|Kumo Sushi|['165 W 72nd St', 'New York, NY 10023']|40.7785911560059,-73.9808349609375|201|2.8|10023|Chinese restaurant
CesS-E8Q3ztX6VnkXO6wBg|2024-02-20 13:35:41.791880|Chinese Tuxedo|['5 Doyers St', 'New York, NY 10013']|40.7143299,-73.99804|501|3.8|10013|Chinese restaurant
h4co9O0SLuvhTtr_Cs9IIQ|2024-02-20 13:35:41.791911|New Kam Lai|['708 Amsterdam Ave', 'New York, NY 10025']|40.79309,-73.971338|54|3.6|10025|Chinese restaurant
jjDsVuD7KbxnYV4jFnyftA|2024-02-20 13:35:41.791941|LOVE Korean BBQ|['319 5th Ave', 'New York, NY 10016']|40.747118,-73.985056|780|4.4|10016|Chinese restaurant
1THlGdn06KHrP5meWQ_1zg|2024-02-20 13:35:41.791972|New Arping Restaurant|['45 Division St', 'New York, NY 10002']|40.7140064799458,-73.9957533427827|18|4.8|10002|Chinese restaurant
ieOIBz6Gfqmwm1B0wUzh9g|2024-02-20 13:35:41.792004|Mama Lee|['213-12 48th Ave', 'Bayside, NY 11364']|40.755368,-73.767415|570|4.5|11364|Chinese restaurant
CgMgIB_XO4YXJp_MNtB-2g|2024-02-20 13:35:41.792120|Good Luck Kitchen 粤唯鮮|['171-03 Northern Blvd', 'Flushing, NY 11358']|40.75825,-73.79562|147|3.9|11358|Chinese restaurant
xBTqo83cgF4TvCjKFjlwqQ|2024-02-20 13:35:41.792159|La Dinastia II|['4059 Broadway', 'New York, NY 10032']|40.8431911,-73.9393521|80|3.3|10032|Chinese restaurant
TxaxeiUqQqcFrWrerNqgXw|2024-02-20 13:35:41.792191|No 1 Chinese Restaurant|['265 1st Ave', 'New York, NY 10003']|40.732437,-73.982139|55|2.7|10003|Chinese restaurant
kjItczuC-FQa-nECT9VF8A|2024-02-20 13:35:41.792222|Udon Lab|['43 W 32nd St', 'New York, NY 10001']|40.7482036287177,-73.9874565|473|3.9|10001|Chinese restaurant
3uJ-wOpTZHd4dsIjMbmYgQ|2024-02-20 13:35:41.792253|Thalassa Restaurant|['179 Franklin St', 'New York, NY 10013']|40.7193085,-74.0095971|451|4.2|10013|Chinese restaurant
3TMP2pncE-0LwoDukbaqlg|2024-02-20 13:35:41.792285|Cafe Hong Kong|['51 Bayard St', 'New York, NY 10013']|40.715206,-73.997528|203|3.5|10013|Chinese restaurant
Qi1AoRNcFEX8etII_RZkFg|2024-02-20 13:35:41.792316|Ajisai Japanese Fusion|['795 Lexington Ave', 'New York, NY 10065']|40.763763,-73.966743|184|3.6|10065|Chinese restaurant
_QxcsvPsYnOgPhiK6gzCfg|2024-02-20 13:35:41.792348|SHION 69 Leonard St|['69 Leonard St', 'New York, NY 10013']|40.71772,-74.00538|77|4.1|10013|Chinese restaurant
LYp3izplqg0x-h9CBlb-MQ|2024-02-20 13:35:41.792379|China Gourmet|['877 8th Ave', 'New York, NY 10019']|40.76381,-73.98524|279|2.4|10019|Chinese restaurant
br6HJD_UZ_LSU36tBZGSuw|2024-02-20 13:35:41.792409|Tada Noodles|['2323 Borden Ave', 'Long Island City, NY 11101']|40.740157,-73.946535|49|3.8|11101|Chinese restaurant
6ZZUTGtH25tLN1SiM029ig|2024-02-20 13:35:41.792441|Yum Yum Too|['662 9th Ave', 'New York, NY 10036']|40.76098,-73.99047|538|3.4|10036|Chinese restaurant
w0pDi_iMZd5MqYQ7t5q1dQ|2024-02-20 13:35:41.792472|Golden Woks|['159 Christopher St', 'New York, NY 10014']|40.73284,-74.00836|79|3.6|10014|Chinese restaurant
AvTezlpt3GXTdSEnXbHP4w|2024-02-20 13:35:41.792503|Fatima's Halal Kitchen|['83-25 Parsons Blvd', 'Jamaica NY, NY 11432']|40.71496339999999,-73.80743509999999|431|3.9|11432|Chinese restaurant
UFeM5FPHjl1y8RQ4tvBSog|2024-02-20 13:35:41.792536|Happy Family Chinese Restaurant|['500 W 43rd St', 'Ste 1', 'New York, NY 10036']|40.7601737976074,-73.9955139160156|112|2.4|10036|Chinese restaurant
3K7Kc82bhU6-qjAjsBs3Fw|2024-02-20 13:35:41.792570|Lao Bei Fang Dumpling House|['8305 Broadway', 'Elmhurst, NY 11373']|40.74111,-73.87977|639|3.9|11373|Chinese restaurant
rJ4N10Nbh-GM49qOSGFoAw|2024-02-20 13:35:41.792601|Old Xi'an|['164 Pearl St', 'New York, NY 10005']|40.70591,-74.00747|291|4.1|10005|Chinese restaurant
9o4y3IqpFDaj8FddJ6oi2A|2024-02-20 13:35:41.792631|Clement|['700 5th Ave', 'New York, NY 10019']|40.7616673527305,-73.9755601503319|163|4.2|10019|Chinese restaurant
RwEs6AvU5Cxp_ENodsgxHw|2024-02-20 13:35:41.792663|Nana|['406 Central Ave', 'Jersey City, NJ 07307']|40.74852,-74.04721|122|3.6|07307|Chinese restaurant
bK-Y2zCIMolqRDHsaYUCWA|2024-02-20 13:35:43.547094|Royal Seafood Restaurant|['103 Mott St', 'New York, NY 10013']|40.7174,-73.9977|383|3.1|10013|Chinese restaurant
LcmRObvsi8JkxFCJ_l2_1g|2024-02-20 13:35:43.547201|Sushi Seki Times Square|['365 W 46th St', 'New York, NY 10036']|40.760942,-73.990075|175|3.5|10036|Chinese restaurant
r2JVKalbucGf2nryywuL2w|2024-02-20 13:35:43.547240|Kopitiam|['151 E Broadway', 'New York, NY 10002']|40.71387,-73.99091|1012|4.1|10002|Chinese restaurant
uFER2lJGTXc_vcwRFE8j6Q|2024-02-20 13:35:43.547274|Urban Hawker|['135 W 50th St', 'New York, NY 10020']|40.760694267596406,-73.98213371719665|299|3.8|10020|Chinese restaurant
91tQ4ToReVVCA5MTJi9gfw|2024-02-20 13:35:43.547309|Iron Chef House|['92 Clark St', 'Brooklyn, NY 11201']|40.69722956441029,-73.99262170000003|476|3.9|11201|Chinese restaurant
CgYWuNH0UHd5vp2vGgKflw|2024-02-20 13:35:43.547343|wagamama - Murray Hill|['605 3rd Ave', 'New York, NY 10158']|40.74889230325556,-73.97527406524351|566|4.1|10158|Chinese restaurant
h7mZcgTYIkUEjRmQMVFjrw|2024-02-20 13:35:43.547380|Ikyu|['1718 2nd Ave', 'New York, NY 10128']|40.77987309396584,-73.9499656|46|4.3|10128|Chinese restaurant
V-rY0hlPjAghV14jOlVUiQ|2024-02-20 13:35:43.547412|Nikko Hibachi Asian Fusion|['1280 Amsterdam Ave', 'New York, NY 10027']|40.81156,-73.95781|426|3.4|10027|Chinese restaurant
cL8TLMCbs2B-vgy3SFtPGg|2024-02-20 13:35:43.547445|Geido|['331 Flatbush Ave', 'Brooklyn, NY 11217']|40.67792,-73.97266|371|4.3|11217|Chinese restaurant
S-aX_Pz8F7nDL6kRThKcHw|2024-02-20 13:35:43.547476|Vanessa's Dumpling House|['310 Bedford Ave', 'Brooklyn, NY 11211']|40.713795,-73.961983|591|3.6|11211|Chinese restaurant
u8seGm3CnP6RGEiimftUIQ|2024-02-20 13:35:43.547508|Tenzan|['285 Columbus Ave', 'New York, NY 10023']|40.7783079154181,-73.9779206995186|492|3.4|10023|Chinese restaurant
bSi2f2TaOr4RVTI5eFt0wQ|2024-02-20 13:35:43.547541|Taste Of North China|['75 Montgomery St', 'Jersey City, NJ 07302']|40.7167868,-74.0377625661521|312|3.1|07302|Chinese restaurant
BkXb82Y2OIsQ5RpNNQOYmQ|2024-02-20 13:35:43.547575|China Express|['192 Union Ave', 'Brooklyn, NY 11211']|40.70606422212563,-73.949992|134|4.2|11211|Chinese restaurant
bGOZTD9O00OkVA1Pkt3OuQ|2024-02-20 13:35:43.547608|A A Jing|['689 9th Ave', 'New York, NY 10036']|40.762,-73.99041|300|3.6|10036|Chinese restaurant
Xb-NlVV5gYKX2Amd_WeWoQ|2024-02-20 13:35:43.547639|Tanoshi Bento|['1372 York Ave', 'New York, NY 10021']|40.76763,-73.95296|72|4.1|10021|Chinese restaurant
TbbpihlBxYidyE_O65Ajbw|2024-02-20 13:35:43.547670|Hay Hay Roasted|['81 Mott St', 'New York, NY 10013']|40.71663080185816,-73.9981349|197|4.0|10013|Chinese restaurant
tguMh2GgOcU9fu6WN3dqpw|2024-02-20 13:35:43.547703|The Original Buddha Bodai Kosher Vegetarian Restaurant|['5 Mott St', 'New York, NY 10013']|40.7138543,-73.9989484|1303|4.0|10013|Chinese restaurant
Nbqzy3ea5_x2zXWkdWlUIQ|2024-02-20 13:35:43.547740|Sake Bar Hagi|['245 W 51st St', 'New York, NY 10019']|40.762764505922895,-73.9849770740243|458|4.0|10019|Chinese restaurant
a2sxaQooPmq9r7Cc-Umunw|2024-02-20 13:35:43.547773|Precious Japanese & Chinese Cuisine|['128 Washington St', 'Hoboken, NJ 07030']|40.738484,-74.030919|311|3.4|07030|Chinese restaurant
YHGGyH4hn_5UyV1rWgA5hg|2024-02-20 13:35:43.547805|"Tommy Bahama Restaurant | Bar | Store - New York"|['551 5th Ave', 'New York, NY 10176']|40.7553882217953,-73.9792002147005|667|4.1|10176|Chinese restaurant
X1upzQ1oDfU9Jb378kUkRA|2024-02-20 13:35:43.547839|Fish VIllage|['20-07 127th St', 'Fl 3', 'Queens, NY 11356']|40.781505,-73.8408955|131|3.5|11356|Chinese restaurant
BPZfuPvSxCfoppU4lPFm0Q|2024-02-20 13:35:43.547872|DOMODOMO - New York|['140 W Houston St', 'New York, NY 10012']|40.7280299,-74.00167|1610|4.2|10012|Chinese restaurant
BG0F1eTMikmXnL2C03Oq3A|2024-02-20 13:35:43.547905|Foo-Hing Chinese Kitchen|['2706 3rd Ave', 'Bronx, NY 10454']|40.8135242,-73.9222125|7|4.4|10454|Chinese restaurant
7erFgHiQmw7ZJfVPmOjeeA|2024-02-20 13:35:43.547937|M Shanghai|['292 Grand St', 'Brooklyn, NY 11211']|40.7129278184051,-73.95760670932152|460|3.7|11211|Chinese restaurant
TfJb2hS3Fem2nkIyz13KUA|2024-02-20 13:35:43.547970|Ama Raw Bar - East Village|['190 Avenue B', 'New York, NY 10009']|40.727996,-73.979324|188|4.7|10009|Chinese restaurant
eIPiRkf6KCo9A9Ok-Nr_ow|2024-02-20 13:35:43.548002|Miss KOREA BBQ|['10 W 32nd St', '1st, 2nd & Fl 3', 'New York, NY 10001']|40.747452,-73.986336|2177|3.5|10001|Chinese restaurant
vdu9-vHCpcZ4wZWzQ0xtGA|2024-02-20 13:35:43.548035|Wok Bar|['200 Main St', 'Ste 9', 'Fort Lee, NJ 07024']|40.85093586499415,-73.97003442385139|136|4.0|07024|Chinese restaurant
sb1_MyLHzmjV1Jk21pyOIA|2024-02-20 13:35:43.548069|Sao Mai|['203 1st Ave', 'New York, NY 10003']|40.7303678,-73.9835097739141|688|3.9|10003|Chinese restaurant
kNOr6_g6QfBHdhf89j3g5w|2024-02-20 13:35:43.548102|Taiwan Pork Chop House|['3 Doyers St', 'New York, NY 10013']|40.71429,-73.99798|666|4.0|10013|Chinese restaurant
X3T2rK-GrEgVUai-MeXAzg|2024-02-20 13:35:43.548133|Thongyib Thai Cart|['405 Park Ave', 'New York, NY 10022']|40.7598555582005,-73.9723258723791|22|4.4|10022|Chinese restaurant
LpSjWO4ZU6rbxGUetRp1mA|2024-02-20 13:35:43.548374|King Dumplings|['74 Hester St', 'New York, NY 10002']|40.71605,-73.99169|311|4.3|10002|Chinese restaurant
YCen62jqSWhPOAorQjSZdQ|2024-02-20 13:35:43.548416|MoonHouse|['1810 3rd Ave', 'New York, NY 10029']|40.78817006897488,-73.94739954722048|120|3.3|10029|Chinese restaurant
0FOE_TW-91b9wN661lZMyQ|2024-02-20 13:35:43.548449|mokbar|['75 9th Ave', 'New York, NY 10011']|40.74222,-74.005913|644|3.7|10011|Chinese restaurant
WgKr_bw7KRAdblaLrWw5Lg|2024-02-20 13:35:43.548482|Chong Qing Wharf|['6324 Fort Hamilton Pkwy', 'Brooklyn, NY 11219']|40.63137085498639,-74.00851908604734|147|4.6|11219|Chinese restaurant
Rp-kcJD6Dwaq0c4Kuj6aiw|2024-02-20 13:35:43.548516|New Tasty Too|['14 Green St', 'Newark, NJ 07102']|40.7323639,-74.173104|79|3.9|07102|Chinese restaurant
IregrqaJgF9jEghC5yljFw|2024-02-20 13:35:43.548548|New Dynasty Chinese Restaurant|['393 8th Ave', 'New York, NY 10001']|40.749512,-73.995766|35|3.3|10001|Chinese restaurant
4MDltWx_2dxzTEv6mTRfSQ|2024-02-20 13:35:43.548580|Rangoon - Brooklyn|['500 Prospect Pl', 'Brooklyn, NY 11238']|40.675672,-73.960014|176|3.5|11238|Chinese restaurant
bKXnm2k44mSdU0fP69lY-g|2024-02-20 13:35:43.548612|Szechuan Mountain House|['39-16 Prince St', 'Ste G03', 'Flushing, NY 11354']|40.7593930266428,-73.8326038269836|516|4.2|11354|Chinese restaurant
OZHywdX0bT2MCmyUHoQNHA|2024-02-20 13:35:43.548647|El Fish Marisquería|['155 Amsterdam Ave 67th St', 'New York, NY 10023']|40.77523410000001,-73.9838458|66|4.5|10023|Chinese restaurant
jojBi9v-MViTDkyJyi8zpg|2024-02-20 13:35:43.548682|South River Restaurant|['82-02 45th Ave', 'Elmhurst, NY 11373']|40.7413859,-73.8824995|27|4.6|11373|Chinese restaurant
_iLjlrftSGKvFyG6PXQyAg|2024-02-20 13:35:43.548715|Jimmy's Best Chinese Restaurant|['4004A Boston Rd', 'Bronx, NY 10475']|40.88447,-73.8315|47|4.4|10475|Chinese restaurant
R0y03SFOY0BdHRUT1LSO0Q|2024-02-20 13:35:43.548748|Shanghai You Garden|['135-33 40th Rd', 'Flushing, NY 11354']|40.7589359,-73.83052534815626|1559|4.1|11354|Chinese restaurant
cYFWtHIlqnsx_jOtikSWSA|2024-02-20 13:35:43.548781|Ume|['1154 1st Ave', 'New York, NY 10065']|40.76232396534527,-73.95977846461652|27|4.7|10065|Chinese restaurant
hjlvKeRTHA5mh1dNX4yM-w|2024-02-20 13:35:43.548814|Nb Wing Wong|['42 Bowery', 'New York, NY 10013']|40.715534,-73.996726|79|4.0|10013|Chinese restaurant
56BXqZZ09-p1Lfw3ZDjV4A|2024-02-20 13:35:43.548846|Opai Thai|['722 Amsterdam Ave', 'New York, NY 10025']|40.793666,-73.971031|366|3.3|10025|Chinese restaurant
Z_DdD4feQFczFOyOysZAOw|2024-02-20 13:35:43.548878|Sofun Noodle Bar|['4340 12th St', 'Queens, NY 11101']|40.75045717134697,-73.94823783170382|27|4.3|11101|Chinese restaurant
SXH-A8k7t7C_lmzzVdWQTg|2024-02-20 13:35:43.548911|Golden Palace|['1619 86th St', 'Brooklyn, NY 11214']|40.610031,-74.006664|155|3.1|11214|Chinese restaurant
d8qCvlsG3jwxQPZc_OGogQ|2024-02-20 13:35:43.548944|Hibino|['333 Henry St', 'Brooklyn, NY 11201']|40.69017,-73.99637|424|4.0|11201|Chinese restaurant
GKspSLe5U3qkUgQTXfngyQ|2024-02-20 13:35:43.548976|Handsome Rice|['133 E 31st St', 'New York, NY 10016']|40.74466,-73.98123|167|4.5|10016|Chinese restaurant
zEIt0xaPM9DIS-pc118O6A|2024-02-20 13:35:43.549008|Hometown Hotpot & BBQ|['194 Grand St', 'New York, NY 10013']|40.71931,-73.99689|1507|3.9|10013|Chinese restaurant
ovOupYdkZOWUeDMOdt--ng|2024-02-20 13:35:45.375073|China North Dumpling 北方鍋貼|['27 Essex St', 'Ste A', 'New York, NY 10002']|40.7158,-73.9898|397|4.2|10002|Chinese restaurant
CpY77cDN1KS5EdiXMmWovw|2024-02-20 13:35:45.375173|House of Thai|['2501 40th Ave', 'Long Island City, NY 11101']|40.7535257695712,-73.9377629319284|363|3.9|11101|Chinese restaurant
jc_XQPbSCwMHsXLfinXA6A|2024-02-20 13:35:45.375214|Prince & I|['80 Wayne St', 'Jersey City, NJ 07302']|40.7198,-74.04576|510|4.4|07302|Chinese restaurant
2pnhIRBUw58PpN8CQEYiZA|2024-02-20 13:35:45.375249|New Food King|['694 10th Ave', 'New York, NY 10036']|40.76366,-73.99217|73|3.5|10036|Chinese restaurant
sllXrDi-eKiwZJTWtNKaTg|2024-02-20 13:35:45.375284|Nangma Restaurant|['83-17 Broadway', 'Elmhurst, NY 11373']|40.74093,-73.87931|60|4.4|11373|Chinese restaurant
sgKNAn72O2XMQXS6AWmf9w|2024-02-20 13:35:45.375318|Food King Kitchen|['185 Newark Ave', 'Jersey City, NJ 07302']|40.72117,-74.04568|108|4.0|07302|Chinese restaurant
d7pLL2k__WFcqtQ3cqfpHw|2024-02-20 13:35:45.375352|Moono|['29 E 32nd St', 'New York, NY 10016']|40.746463,-73.983289|87|4.3|10016|Chinese restaurant
gABJfl51T0QXitBlXlVB4g|2024-02-20 13:35:45.375385|China King|['2026 Lexington Ave', 'New York, NY 10035']|40.80339,-73.93832|13|4.5|10035|Chinese restaurant
